siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat
509049979,ASSOCIATION POUR L’EAU IFFWATER,Bordeaux,33100,40,2020-07-31,2020-07-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001472232,ASSOCIATION POUR L EAU,9220,NN,94.99Z,PME,A
407874379,ASSOCIATION DE FOOTBALL,Behren-lès-Forbach,57460,57,2020-07-30,2020-07-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001463255,ASS DE FOOTBALL,9220,NN,93.12Z,PME,A
829912831,ASSOCIATION LES NOUVELLES GRAINES URBAINES,Rouen,76000,76,2020-02-16,2020-01-30,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202000332333,LES NOUVELLES GRAINES URBAINES,9220,NN,94.99Z,,A
499211498,ASSOCIATION SARDA GARRIGA,Saint-Paul,97460,974,2020-07-30,2020-07-07,Autre jugement prononçant,Jugement prononçant,A202001463644,SARDA GARRIGA,9220,NN,88.91A,PME,A
453129090,ASSOCIATION RING VILLENEUVE-SUR-LOT,Villeneuve-sur-Lot,47300,47,2020-07-26,2020-07-06,Dépôt de l'état des créances,Avis de dépôt,A20200143957,RING VILLENEUVE SUR LOT,9220,NN,93.12Z,PME,A
428657944,ASSOCIATION BASSIN SERVICES PERSONNES,Andernos-les-Bains,33510,33,2020-07-30,2020-07-06,Jugement arrêtant un plan de cession,Extrait de jugement,A202001463061,ANFASIAD ANDERNOS (BSP),9220,NN,88.10A,PME,A
800950735,ASSOCIATION LE MUR DE TOULON,La Seyne-sur-Mer,83500,83,2020-07-30,2020-07-10,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001463482,LE MUR DE TOULON,9220,NN,94.99Z,PME,A
424319663,ASSOCIATION ADELIES WEPPES,Marquillies,59274,59,2020-07-30,2020-07-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001463306,ASSOC DEVEL EMPLOI INITIAT ECONO SOLIDA,9220,NN,94.99Z,,A
799968581,ASSOCIATION LA REUNION EN FORME,Sainte-Clotilde Cedex,97493,974,2020-07-30,2020-07-07,Autre jugement prononçant,Jugement prononçant,A202001463643,LA REUNION EN FORME,9220,NN,93.19Z,PME,A
800645335,ASSOCIATION COLLECTIF DES SDF DE LILLE,Lille,59000,59,2020-07-30,2020-07-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001463307,COLLECTIF DES SDF DE LILLE,9220,NN,88.99B,PME,A
818166969,ASSOCIATION EUROPE-AFRIQUE CULTURE ET DEVELOPPEMENT,Lille,59000,59,2020-02-16,2020-01-10,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202000332185,EUROPE-AFRIQUE CULTURE ET DEVELOPPEMENT (EACD),9220,NN,94.99Z,,A
823825021,ASSOCIATION ACCESAZUR CONCEPT CREATION-EMPLOI SERVICE SCE,Vence,06140,06,2020-07-29,2020-04-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001451166,ACCESAZUR CONCEPT CREATION EMPLOI SERVICE,9220,NN,94.99Z,PME,A
780559704,ASSOCIATION GESTION DE FORMATION PROFESSIONNELLE (A.G.F.P),Nanteuil-le-Haudouin,60440,60,2020-07-29,2020-07-02,Jugement de clôture pour extinction du passif,Jugement de clôture,A202001451444,ASS GESTION FORMATION PROFESSIONNELLE (AGFP),9220,NN,85.32Z,,A
422286419,ASSOCIATION A.D.O.S.,Allonne,79130,79,2020-07-28,2020-07-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001443830,ASSOC AGIR DEVELOPPANT OUVERTURE SOCIALE (AADOS),9220,NN,87.90A,PME,A
392602843,ASSOCIATION CENTRE SOCIO CULTUREL LUCIE AUBRAC,Cendras,30480,30,2020-07-28,2020-07-03,Jugement de plan de redressement,Extrait de jugement,A202001443587,CENTRE SOCIO CULTUREL LUCIE AUBRAC,9220,11,93.29Z,PME,A
492292172,ASSOCIATION SCOLIDAIRE,Calais,62100,62,2020-07-28,2020-06-19,Dépôt de l'état des créances,Avis de dépôt,A202001443743,SCOLIDAIRE,9220,NN,85.59B,,C
484064050,ASSOCIATION ARP AZUR,Grasse,06130,06,2020-07-28,2020-07-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001443449,AMENAGEMENT RENOVATION PEINTURE AZUR (ARP-AZUR),9220,NN,43.99C,PME,A
342102795,ASSOCIATION TOURISME ET LOISIRS DE LORRAINE - ATOLL,Nancy,54000,54,2020-07-28,2020-07-13,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001443691,TOURISME ET LOISIRS DE LORRAINE (TLL),9220,NN,94.99Z,,C
793336694,ASSOCIATION HANDIDOM,Evry,91000,91,2020-07-26,2020-07-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001431228,HANDIDOM,9221,NN,88.10A,PME,A
803087055,ASSOCIATION SPORTIVE ET CULTURELLE LA TURQUOISE,Valenton,94460,94,2020-07-26,2020-06-22,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001431266,ASSOCIATION SPORTIVE ET CULTURELLE TURQUOISE (ASCT),9220,NN,93.12Z,PME,A
440261998,ASSOCIATION D’ACTION SOCIALE ET SANITAIRE POUR LA PREVENTION L’INSERTION ET LA FORMATION (ASSPIF),Saint-André,97440,974,2020-07-26,2020-06-16,Jugement de clôture pour extinction du passif,Jugement de clôture,A202001431279,AASSPIF,9220,NN,88.99A,PME,A
329323240,"ASSOCIATION ARIA BOURGOGNE, ASSOCIATION REGIONALE DES INDUSTRIES ALIMENTAIRES DE BOURGOGNE",Dijon Cedex,21065,21,2020-07-24,2020-06-29,Dépôt de l'état des créances,Avis de dépôt,A202001422915,ASS REGION INDUST AGRO ALIMENT BOURGOGNE (ARIA),9220,NN,94.99Z,PME,A
809083256,ASSOCIATION DJ STEF CONCEPT SHOW,Reims,51100,51,2020-07-24,2020-03-17,Dépôt de l'état des créances,Avis de dépôt,A202001423384,DJ STEF CONCEPT SHOW,9220,NN,93.29Z,PME,A
348261355,ASSOCIATION A.R.C.M.,Lezennes,59260,59,2020-07-23,2020-07-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001411013,ASS REALISATION COMPLEXE MOTOCYCLISTE (ARCM),9220,NN,93.12Z,PME,A
340304849,ASSOCIATION DE GESTION ET D’ANIMATION DU CENTRE SOCIAL SAINT MAURONT BELLEVUE,Marseille,13003,13,2020-07-23,2020-06-19,Dépôt de l'état des créances,Avis de dépôt,A20200141903,CENTRE SOCIAL SAINT MAURONT BELLEVUE,9220,NN,88.99B,PME,A
445238330,ASSOCIATION LILLE METROPOLE RUGBY,Lille,59000,59,2020-07-23,2020-07-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001411014,LILLE METROPOLE RUGBY (LMR),9220,NN,93.12Z,PME,A
349106435,ASSOCIATION PELE-MELE - A.D.S.E.A.,Perpignan,66000,66,2020-02-13,2020-01-17,Dépôt de l'état des créances,Avis de dépôt,A202000311436,PELE-MELE (A.D.S.E.A. 66),9220,NN,88.99A,PME,A
353368277,ASSOCIATION,Hyères,83400,83,2020-07-23,2020-07-10,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001411215,RELAIS CULTUREL VAR MED,9220,NN,88.99B,PME,A
483761425,ASSOCIATION NATAL LITTORAL ET COTE BLEUE,Marseille,13007,13,2020-07-23,2020-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200141900,NATAL LITTORAL ET COTE BLEUE,9220,NN,94.99Z,PME,A
444234876,ASSOCIATION GROUPEMENT D’EMPLOYEURS GE VAL DE TET,Perpignan,66000,66,2020-07-23,2020-07-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001411088,GROUPEMENT D EMPLOYEURS VAL DE TET,9223,NN,78.30Z,PME,A
539577247,ASSOCIATION LE GHOST,Marseille,13006,13,2020-07-23,2020-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200141899,LE GHOST,9220,NN,94.99Z,PME,A
782924328,ASSOCIATION BUREAU DES ELEVES (B.D.E.),Marseille Cedex 04,13228,13,2020-07-23,2020-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200141894,BUREAU DES ELEVES EUROMED MARSEILLE,9220,NN,94.99Z,,A
817548324,ASSOCIATION COOPERATIVE D’APPUI POUR UNE TRANSITION ECOLOGIQUE SOLIDAIRE CAPTES,Marseille,13001,13,2020-07-23,2020-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200141897,COOPERATIVE D'APPUI POUR UNE TRANSITION ECOLOGIQUE SOLIDAIRE (CAPTES),9220,NN,94.99Z,PME,A
398698423,ASSOCIATION CLUB POUR LA FORMATION ET LE DEVELOPPEMENT DU TENNIS COMPETITION,Paris,75013,75,2020-07-23,2020-07-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001411182,CLUB FORMAT DEVELOPPE TENNIS COMPETITION (CFDTC),9220,NN,93.12Z,PME,A
782964258,ASSOCIATION CENTRE SOCIALE CULTUREL ET SPORTIF LES ROSIERS,Marseille,13014,13,2020-07-23,2020-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200141895,CENTRE SOCIAL CULTUREL SPORTIF ROSIERS,9220,NN,86.21Z,PME,A
824532303,ASSOCIATION DE RECYCLAGE CATALAN INSERTION - A.R.C.I.,Perpignan,66000,66,2020-01-17,2019-12-30,Dépôt du projet de répartition,Avis de dépôt,A202000123134,ASSOCIATION DE RECYCLAGE CATALAN INSERTION (A.R.C.I),9220,NN,38.32Z,,A
817699903,ASSOCIATION LE MILLE LIEUX,Paris,75014,75,2020-07-23,2020-07-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001411183,LE MILLE LIEUX,9220,NN,90.02Z,,C
801469073,ASSOCIATION CHANTIERS POUR HABITER,Marseille,13001,13,2020-07-23,2020-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200141896,ASSOCIATION CHANTIERS POUR HABITER (ACPH),9220,NN,94.99Z,PME,A
414678078,ASSOCIATION CENTRE DE FORMATION PROFESSIONNELLE OCCITANE MP,Toulouse,31000,31,2020-07-22,2020-06-29,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001401601,CENTRE DE FORMATION PROFESSIONNELLE OCCITANIE MIDI PYRENEES (CFPO MP),9220,NN,85.59A,PME,A
402950091,ASSOCIATION REGIONALE POUR LE DEVELOPPEMENT DE L’EMPLOI AGRICOLE ET RURAL,Melle,79500,79,2020-07-22,2020-06-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001401906,ASS REGION DEVELOP EMPLOI AGRICOLE RURA (ARDEAR),9220,NN,94.99Z,,C
490686110,ASSOCIATION “SOS PAPY MAMIE”,Bordeaux,33200,33,2020-07-22,2020-06-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001401630,SOS PAPY-MAMIE,9220,NN,88.10A,PME,A
352255293,ASSOCIATION BGE - BOUTIQUE DE GESTION,Niort,79000,79,2020-07-21,2020-06-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001394579,BGE POITOU CHARENTES (ASS),9220,NN,94.99Z,PME,A
393908934,ASSOCIATION TENNIS CLUB DE BERNIERES-SUR-MER,Bernières-sur-Mer,14990,14,2020-07-21,2020-06-26,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202001394085,TENNIS CLUB DE BERNIERES SUR MER,9220,NN,93.12Z,PME,A
521862417,ASSOCIATION MOBILIS IN MOBILI,Aix-en-Provence,13090,13,2020-07-21,2020-06-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001394078,MOBILIS IN MOBILI,9220,NN,94.99Z,PME,A
319014049,ASSOCIATION CENTRE D’ETUDES ET DE FORMATIONS HOSPITALIERES,Paris,75009,75,2020-07-21,2020-06-25,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001394559,CENTRE ETUDES ET FORMATION HOSPITALIERES (CEFH),9220,NN,85.59A,PME,A
514493683,"ASSOCIATION BODY BRAIN PROJECT, BBAP",Cayenne,97300,973,2020-07-21,2020-06-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001394645,BODYBRAIN ART PROJECT,9220,NN,94.99Z,PME,A
819027103,ASSOCIATION ID’SENS devenue ECURIES CARINO,Médis,17600,17,2020-07-21,2020-06-23,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202001394106,ECURIES CARINO,9220,NN,93.29Z,PME,A
794929570,ASSOCIATION PLAINE SAVEURS,La Courneuve,93120,93,2020-07-17,2020-07-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200137782,ASSOCIATION PLAINE DE SAVEURS,9220,NN,94.99Z,PME,A
503906992,ASSOCIATION CREARTIST CREATION ARTISTIQUE,Brest,29200,29,2020-07-16,2020-06-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001362695,CREARTIST,9220,NN,90.01Z,PME,A
823966106,ASSOCIATION H. ALLOCAR,Les Pavillons-sous-Bois,93320,93,2020-07-15,2020-03-05,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001353949,H. ALLOCAR,9220,NN,88.99B,,C
479679417,ASSOCIATION COMITE DEPARTEMENTAL AERONAUTIQUE 85,Chasnais,85400,85,2020-07-15,2020-06-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001353922,COMITE DEPARTEMENTAL AERONAUTIQUE 85 (CDA 85),9220,NN,93.12Z,PME,A
482983160,ASSOCIATION BOLONDOKHAZA,Pantin,93500,93,2020-07-15,2020-03-05,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001353948,SCI PHENIX,6540,NN,68.20B,,C
507987865,ASSOCIATION POSTURES,Paris,75011,75,2020-07-12,2020-02-27,Dépôt du projet de répartition,Avis de dépôt,A202001341689,ASSOCIATION POSTURES,9220,NN,90.01Z,PME,A
801850454,ASSOCIATION PROJETS URBAINS,Pantin,93500,93,2020-07-12,2020-06-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001341772,PROJETS URBAINS,9220,NN,94.99Z,PME,A
502465461,ASSOCIATION LA TORCHE ARDENTE CIE,Paris,75015,75,2020-07-12,2020-06-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001341679,LA TORCHE ARDENTE CIE,9220,NN,90.01Z,PME,A
509512752,ASSOCIATION DE GESTION SOCIALE DU VIVARAIS,Saint-Agrève,07320,07,2020-07-10,2019-12-23,Dépôt de l'état des créances,Avis de dépôt,A202001331908,,,,,,
502433378,ASSOCIATION DE CANTINE SCOLAIRE DE LOURDOUEIX ST PIERRE,Lourdoueix-Saint-Pierre,23360,23,2020-07-10,2020-06-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001331940,CANTINE SCOLAIRE DE LOURDOUEIX SAINT-PIERRE,9220,NN,94.99Z,PME,A
479685760,ASSOCIATION ACADE MNCP NORD PAS DE CALAIS,Lens,62300,62,2020-07-09,2020-06-05,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001322218,ACADE  MNCP,9220,NN,94.99Z,PME,A
444160766,ASSOCIATION BALOU CRECHE,Marseille,13007,13,2020-07-09,2020-06-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001322024,BALOU CRECHE,9220,NN,88.91A,PME,A
779552546,ASSOCIATION MAISON DE L’ENFANCE DU CLOS D’OR,Grenoble,38100,38,2020-01-15,2019-12-24,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202000101446,MAISON DE L ENFANCE CLOS D OR,9220,NN,93.29Z,PME,A
427956529,ASSOCIATION RUGBY EPERNAY CHAMPAGNE,Epernay,51200,51,2020-07-09,2020-02-18,Dépôt de l'état des créances,Avis de dépôt,A202001322150,ASS RUGBY EPERNAY CHAMPAGNE,9220,11,94.99Z,PME,A
778859512,JEUNESSE HEUREUSE ASSOCIATION,Lalaye,67220,68,2020-07-09,2020-03-20,Dépôt de l'état de collocation,Avis de dépôt,A202001322251,ASSOCIATION JEUNESSE HEUREUSE (JH),9260,NN,55.20Z,,A
779557909,ASSOCIATION CNL 38 FEDERATION DE L’ISERE,Grenoble,38100,38,2020-07-03,2020-05-25,Dépôt de l'état des créances,Avis de dépôt,A202001281932,CONFEDERATION NATIONALE DU LOGEMENT,9220,NN,94.99Z,PME,A
534341326,ASSOCIATION FACE LIMOUSIN PERIGORD,Limoges,87000,87,2020-07-09,2020-06-03,Dépôt de l'état des créances,Avis de dépôt,A202001322362,FACE LIMOUSIN-PERIGORD,9220,03,94.99Z,PME,A
533394037,ASSOCIATION MAOR HATEVA,Marseille,13013,13,2020-07-09,2020-06-16,Jugement de clôture pour extinction du passif,Jugement de clôture,A202001322025,ASSOCIATION MAOR HATEVA,9220,NN,94.99Z,,A
314358508,ASSOCIATION MJC LES ROSEAUX,Saint-Martin-d'Hères,38400,38,2020-07-09,2020-06-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001322100,MJC LES ROSEAUX (MJC SUD),9220,NN,94.99Z,PME,A
401821848,ASSOCIATION RUGBY CLUB NIMES GARD,Nîmes Cedex 5,30001,30,2020-07-09,2020-06-18,Jugement modifiant le plan de redressement,Extrait de jugement,A202001322060,RUGBY CLUB NIMOIS (RCN),9220,03,93.12Z,PME,A
448780338,ASSOCIATION RESPELIDO PACA,Le Luc,83340,83,2020-07-08,2020-06-11,Dépôt de l'état des créances,Avis de dépôt,A202001312131,RESPELIDO PACA,9220,NN,94.99Z,,A
352572762,ASSOCIATION ESPOIR PLELANAIS,Plélan-le-Petit,22980,35,2020-07-08,2020-06-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001311841,ESPOIR PLELANAIS,9220,NN,93.12Z,PME,A
445297153,ASSOCIATION POINFORE,Dole,39100,39,2020-07-08,2020-06-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001311861,POINFORE,9220,NN,85.59A,PME,A
378329825,ASSOCIATION UNION DEPARTEMENTALE DE LA CONFEDERATION GENERALE DU LOGEMENT DE LA SAVOIE,Chambéry,73000,73,2020-07-07,2020-03-17,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001304701,CONFED GENERALE LOGEMENT UNION DEPARTEM,9220,NN,94.99Z,PME,A
511098980,ASSOCIATION SUD ESCAPADE,La Penne-sur-Huveaune,13821,13,2020-07-05,2020-06-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001292176,SUD ESCAPADE,9220,NN,93.29Z,PME,A
514534353,ASSOCIATION RELAIS ENFANCE FAMILLE,Marseille,13015,13,2020-07-05,2020-06-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001292175,RELAIS ENFANCE FAMILLE,9220,NN,94.99Z,PME,A
793384504,ASSOCIATION A S L’ETOILE DU SUD,Marseille,13010,13,2020-07-05,2020-06-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001292173,A S L ETOILE DU SUD (ASES),9220,NN,93.19Z,PME,A
798612776,ASSOCIATION A VOTRE SERVICE 17,Saint-Georges-de-Didonne,17110,17,2020-06-05,2020-03-04,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001082328,ASSOCIATION A VOTRE SERVICE 17 (AAVS17),9220,NN,81.21Z,,C
828466235,ASSOCIATION LOISIRS JEUNES LOUPIOTS,Vesseaux,07200,07,2020-07-03,2020-06-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001281701,LOISIRS JEUNES-LOUPIOTS,9220,NN,88.91A,,C
411085046,ASSOCIATION SET TENNIS,Aix-en-Provence,13090,13,2020-07-03,2020-06-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001281712,SET TENNIS,9220,NN,93.12Z,,C
812026052,ASSOCIATION MAGHREB DES SOURDS DE FRANCE,Noisy-le-Grand,93160,93,2020-07-03,2020-06-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001283086,FEDERATION MAGHREB DES SOURDS DE FRANCE (F.M.S.F),9220,NN,85.59B,,C
507894756,ASSOCIATION ARCOE (ASSOCIATION POUR LA RECHERCHE ET LA CONCEPTION D’OUTILS EDUCATIFS),Saint-Leu,97436,974,2020-01-17,2019-12-17,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202000123709,ARCOE,9220,NN,94.99Z,PME,A
492244991,ASSOCIATION SERVICE TRANSPORT ACCOMPAGNEMENT DE PERSONNE HANDICAPE,Romainville,93230,93,2020-07-03,2020-06-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001283088,SERVICE DE TRANSPORT ET D'ACCOMPAGNEMENT DE PERSONNES HANDICAPEES (STAPH),9220,NN,88.99B,PME,A
824025688,ASSOCIATION LES CAVALIERS DE LA MAIN DOUCE,Martigues,13500,13,2020-07-03,2020-06-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001281717,LES CAVALIERS DE LA MAIN DOUCE,9220,NN,94.99Z,PME,A
449431196,ASSOCIATION L’ALCHIMISTE,Saint-Denis,93200,93,2020-07-03,2020-06-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001283085,L'ALCHIMISTE,9220,NN,90.01Z,,A
413852161,ASSOCIATION HUNTINGTON AVENIR,Vaulx-en-Velin,69120,69,2020-07-03,2020-06-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001282451,HUNTINGTON AVENIR,9220,NN,94.99Z,PME,A
840721138,ASSOCIATION ECORESO AUTONOMIE SEINE ET MARNE,Dammarie-les-Lys,77190,77,2020-07-02,2020-05-22,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20200127881,ECORESO AUTONOMIE SEINE ET MARNE,9220,NN,94.99Z,PME,A
414473272,ASSOCIATION L’ALTERNATIVE KOUABO,Eysines,33320,33,2020-07-02,2020-05-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200127683,ASSOCIATION ALTERNATIVE-KOUABO,9220,NN,90.01Z,PME,A
525111373,ASSOCIATION MEZZANINE ADMIN,Paris,75019,75,2020-01-15,2019-12-19,Jugement de plan de redressement,Extrait de jugement,A202000101673,MEZZANINE ADMIN,9223,01,78.30Z,PME,A
775735285,ASSOCIATION OFFICE VACANCES LOISIRS,Bobigny,93000,93,2020-07-02,2020-06-04,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001271025,OFFICE VACANCES LOISIRS,9220,NN,55.20Z,PME,A
443811039,ASSOCIATION INFORMATION PREVENTION PROXIMITE,Bordeaux,33000,33,2020-07-02,2020-05-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20200127682,INFORM PREVENTION PROXIMITE (IPPO),9220,NN,88.99B,PME,A
830421038,ASSOCIATION FEDERATION DES CHINEURS,Lyon,69001,69,2020-07-01,2020-05-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001263284,FEDERATION DE CHINEURS,9220,NN,94.99Z,,A
811699248,ASSOCIATION DEVELOPPEMENT INSERTION-IDF,Montgeron,91230,91,2020-07-01,2020-05-28,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001263416,ADI-IDF( ASSOCIATION DEVELOPPEMEENT INSERTION - ILE DE FRANCE,9220,NN,94.99Z,PME,A
333427003,Association ARTEC,Caen,14000,14,2020-01-21,2019-12-02,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202000143378,ARTEC ATELIERS ARTS GRAPHIQUES,9220,NN,88.99B,PME,A
802613232,ASSOCIATION LA MUE,Cairon,14610,14,2020-07-01,2020-05-29,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001262796,LA MUE,9220,NN,94.99Z,PME,A
811080829,ASSOCIATION ASIAN DREAMERS,Lyon,69003,69,2020-07-01,2020-05-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001263283,ASSOCIATION ASIAN DREAMERS,9220,NN,90.02Z,,A
432759272,Association AIILES,Thury-Harcourt,14220,14,2020-01-21,2019-11-04,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202000143377,ACCOMP INITIATIVES INSERT LOCALE ECON SO (AIILES),9220,NN,88.99B,PME,A
815066782,ASSOCIATION JOKER,Grigny,91350,91,2020-06-28,2020-05-14,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001241855,JOKER,9220,NN,94.99Z,PME,A
789150414,ASSOCIATION CULTURELLE DE GUINEE BISSAU,Roubaix,59100,59,2020-06-26,2020-05-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001233441,ASSOCIATION CULTURELLE DE GUINEE BISSAU (ASCGB),9220,NN,94.99Z,PME,A
422829705,ASSOCIATION LE BIPLAN - VOL DE NUIT,Lille,59000,59,2020-06-26,2020-05-15,Jugement de clôture pour extinction du passif,Jugement de clôture,A202001233442,VOL DE NUIT,9220,NN,90.02Z,PME,A
408609055,ASSOCIATION FAMILLES RURALES ASSOCIATION DE ST-MARTIN-D’ABLOIS,Saint-Martin-d'Ablois,51530,51,2020-06-26,2020-05-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001233324,FAMILLES RURALES ASS ST MARTIN D'ABLOIS,9220,NN,88.99B,PME,A
817893365,ASSOCIATION AS SERVICE,Sainghin-en-Weppes,59184,59,2020-06-26,2020-05-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001233440,AS DU SERVICE (A.D.S),9220,NN,96.09Z,PME,A
504861857,ASSOCIATION SPORTIVE DE LA POSSESSION,La Possession,97419,974,2020-06-26,2020-05-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001233964,ASSOCIATION SPORTIVE POSSESSION (ASP),9220,NN,93.12Z,PME,A
792622755,ASSOCIATION BELLEMENE INTEGRATION,Sainte-Clotilde,97490,974,2020-06-26,2020-05-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001233963,BELLEMENE INTEGRATION,9220,NN,88.99B,PME,A
482884384,ASSOCIATION OCASM,Saint-Martin-de-Saint-Maixent,79400,79,2020-06-25,2020-04-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001221561,OCASM,9220,NN,94.99Z,,C
314466962,ASSOCIATION GOLF CLUB DE BOURBON,L'Etang-Salé,97427,974,2020-06-25,2020-02-11,Jugement de plan de redressement,Extrait de jugement,A202001221599,GOLF CLUB DE BOURBON (GCB),9220,NN,93.11Z,PME,A
343718318,ASSOCIATION INTERMEDIAIRE DE REINSERTION,Parthenay,79200,79,2020-06-25,2020-03-12,Jugement de plan de redressement,Extrait de jugement,A202001221558,ASS INTERMEDIAIRE DE REINSERTION (AIR),9222,21,78.10Z,PME,A
837946375,ASSOCIATION PRESTA FROM,Sallertaine,85300,56,2020-06-25,2020-03-10,Dépôt de l'état des créances,Avis de dépôt,A202001221084,PRESTA'FORM,9220,NN,78.30Z,PME,A
829901115,ASSOCIATION DES PROFESSIONNELS DE L’AUTO,Grignan,26230,26,2020-06-24,2020-03-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001212018,ASSOCIATION DES PROFESSIONNELS DE L'AUTOMOBILE ET DU S.I.V.,9220,NN,94.99Z,,A
821415668,ASSOCIATION L’EFFET AQUABIKE,Montélimar,26200,26,2020-06-24,2020-03-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202001212019,L EFFET AQUABIKE,9220,NN,93.12Z,PME,A
